ID	Term	Type	Preferred_form
ECK125135008	lptAB	TU	lptAB
ECK120009009	ftsQ	TU	ftsQ
ECK125135327	ampDE	TU	ampDE
ECK125135343	dxr	TU	dxr
ECK125135357	mmuPM	TU	mmuPM
ECK125135358	mmuPM	TU	mmuPM
ECK125135361	yagGH	TU	yagGH
ECK125135370	ecpR	TU	ecpR
ECK125135380	ykgD	TU	ykgD
ECK125135397	yaiZ	TU	yaiZ
ECK125135422	ybbB	TU	ybbB
ECK125135430	ybcK	TU	ybcK
ECK125135434	ybcW	TU	ybcW
ECK125135439	entD	TU	entD
ECK125135462	insH-3	TU	insH-3
ECK125135533	efeOB	TU	efeOB
ECK125135540	ymdA	TU	ymdA
ECK125135544	yceO	TU	yceO
ECK125135548	grxB	TU	grxB
ECK125135549	yceH	TU	yceH
ECK125135496	hcr	TU	hcr
ECK125135501	ycaD	TU	ycaD
ECK125135507	ycaL	TU	ycaL
ECK125135594	ymgE	TU	ymgE
ECK125135599	purU	TU	purU
ECK125135608	trpA	TU	trpA
ECK125135613	yciN	TU	yciN
ECK125135616	ymiA-yciX	TU	ymiA-yciX
ECK125135620	pgpB	TU	pgpB
ECK125135629	mppA	TU	mppA
ECK125135638	ydaSTUVW-rzpR	TU	ydaSTUVW-rzpR
ECK125135648	ydbJ	TU	ydbJ
ECK125135662	ydcL	TU	ydcL
ECK125135665	ydcSTUV	TU	ydcSTUV
ECK125135681	yddB	TU	yddB
ECK125135689	ydeI	TU	ydeI
ECK125135691	tfaQ	TU	tfaQ
ECK125135713	ydhC	TU	ydhC
ECK125135718	ydhZ	TU	ydhZ
ECK125135722	ydiH	TU	ydiH
ECK125135725	ppsR	TU	ppsR
ECK125135728	ydiY	TU	ydiY
ECK125135737	astE	TU	astE
ECK125135775	yecDE	TU	yecDE
ECK125135777	yecM	TU	yecM
ECK125135838	yohJK	TU	yohJK
ECK125135844	yeiE	TU	yeiE
ECK125135856	mqo	TU	mqo
ECK125135860	yfaL	TU	yfaL
ECK125135923	pbpC	TU	pbpC
ECK125135936	kgtP	TU	kgtP
ECK125136014	yghT	TU	yghT
ECK125136016	yghT	TU	yghT
ECK125136007	yghJ	TU	yghJ
ECK125136057	tdcR	TU	tdcR
ECK125136075	ftsH	TU	ftsH
ECK125136087	yhcH	TU	yhcH
ECK125136094	aaeB	TU	aaeB
ECK125136109	yrdB	TU	yrdB
ECK125136110	yrdB	TU	yrdB
ECK125136115	slyD	TU	slyD
ECK125136118	yhfL	TU	yhfL
ECK125136133	greB	TU	greB
ECK125136155	rhsB	TU	rhsB
ECK125136201	setC	TU	setC
ECK125136170	yhjR	TU	yhjR
ECK125136226	rarD	TU	rarD
ECK125136231	ubiD	TU	ubiD
ECK125136244	yiiF	TU	yiiF
ECK125136246	yiiG	TU	yiiG
ECK125136250	fieF	TU	fieF
ECK125136272	yjcO	TU	yjcO
ECK125136300	yjgB	TU	yjgB
ECK125136321	yjiA	TU	yjiA
ECK125145765	dksA-gluQ	TU	dksA-gluQ
ECK120010954	lptD	TU	lptD
ECK120009024	norVW	TU	norVW
ECK125140830	sdiA	TU	sdiA
ECK125140832	recG	TU	recG
ECK125141552	leuO	TU	leuO
ECK125140828	sdiA	TU	sdiA
ECK125141553	leuLABCD	TU	leuLABCD
ECK120009044	lacZYA	TU	lacZYA
ECK120010963	nfsB	TU	nfsB
ECK120009108	ugpBAECQ	TU	ugpBAECQ
ECK120009119	ytfJ	TU	ytfJ
ECK120009769	dadAX	TU	dadAX
ECK120011050	degP	TU	degP
ECK120009803	rtcBA	TU	rtcBA
ECK120009813	paaXY	TU	paaXY
ECK120009815	proVWX	TU	proVWX
ECK120009816	proVWX	TU	proVWX
ECK120009801	yceD-rpmF	TU	yceD-rpmF
ECK120009829	yjeF-tsaE-amiB-mutL-miaA-hfq-hflXKC	TU	yjeF-tsaE-amiB-mutL-miaA-hfq-hflXKC
ECK120011055	queA	TU	queA
ECK120009836	aroKB-damX-dam-rpe-gph-trpS	TU	aroKB-damX-dam-rpe-gph-trpS
ECK125135697	ynfA	TU	ynfA
ECK125135707	cnu	TU	cnu
ECK120009623	rpoD	TU	rpoD
ECK120009639	corA	TU	corA
ECK120009640	soxR	TU	soxR
ECK120009579	stpA	TU	stpA
ECK120009601	gltA	TU	gltA
ECK120009603	dnaK-tpke11-dnaJ	TU	dnaK-tpke11-dnaJ
ECK120009608	hscBA-fdx-iscX	TU	hscBA-fdx-iscX
ECK120009610	icd	TU	icd
ECK120011153	poxB	TU	poxB
ECK120027739	ompL	TU	ompL
ECK120027753	fieF	TU	fieF
ECK120027756	yiiQ	TU	yiiQ
ECK120027757	yiiR	TU	yiiR
ECK120027768	yijP	TU	yijP
ECK120027748	fdhD	TU	fdhD
ECK120027797	yjcF	TU	yjcF
ECK120027815	epmB	TU	epmB
ECK120027836	tamAB-ytfP	TU	tamAB-ytfP
ECK120027856	insN-2	TU	insN-2
ECK120027862	yjhF	TU	yjhF
ECK120027866	yjhXQ	TU	yjhXQ
ECK120027875	yjiPQ	TU	yjiPQ
ECK120027877	yjiT	TU	yjiT
ECK120027879	yjiXA	TU	yjiXA
ECK120016694	yhjJ	TU	yhjJ
ECK120016696	rutR	TU	rutR
ECK120016778	ygbA	TU	ygbA
ECK120008927	rrsA-ileT-alaT-rrlA-rrfA	TU	rrsA-ileT-alaT-rrlA-rrfA
ECK120008928	rrsB-gltT-rrlB-rrfB	TU	rrsB-gltT-rrlB-rrfB
ECK120027903	yghO	TU	yghO
ECK120027905	loiP	TU	loiP
ECK120027908	yeiW	TU	yeiW
ECK120011113	ftsZ	TU	ftsZ
ECK120027912	yncJ	TU	yncJ
ECK120029518	smg	TU	smg
ECK120030120	yrbG-kdsD	TU	yrbG-kdsD
ECK120030142	ispDF	TU	ispDF
ECK120030168	yraN	TU	yraN
ECK120030197	gspCDEFGHIJKLMO	TU	gspCDEFGHIJKLMO
ECK120030203	insJ	TU	insJ
ECK120030637	dapE-ypfN	TU	dapE-ypfN
ECK120032967	ryjB	TU	ryjB
ECK120033211	gadXW	TU	gadXW
ECK120033558	cas2	TU	cas2
ECK120033559	ybeD-lipB	TU	ybeD-lipB
ECK120033562	ycjXF-tyrR	TU	ycjXF-tyrR
ECK120033243	potFGHI	TU	potFGHI
ECK120033570	clpPX	TU	clpPX
ECK120033745	yggDC	TU	yggDC
ECK120033573	pdxY	TU	pdxY
ECK120033575	nrdG	TU	nrdG
ECK120033581	ubiX	TU	ubiX
ECK120033585	rfaZ-waaK	TU	rfaZ-waaK
ECK120033596	alsBACE	TU	alsBACE
ECK120033761	phnLMNOP	TU	phnLMNOP
ECK120033763	yibA	TU	yibA
ECK120033602	miaA-hfq-hflXKC	TU	miaA-hfq-hflXKC
ECK120033603	miaA-hfq-hflXKC	TU	miaA-hfq-hflXKC
ECK120034123	tig	TU	tig
ECK120034126	entH	TU	entH
ECK120034154	yfgCD	TU	yfgCD
ECK120034143	aspS	TU	aspS
ECK120034172	kup	TU	kup
ECK120034182	groL	TU	groL
ECK120034538	artPIQM	TU	artPIQM
ECK120034931	ecnB	TU	ecnB
ECK120035083	yfaXWVU	TU	yfaXWVU
ECK120035087	rph	TU	rph
ECK120029309	purU	TU	purU
ECK120026892	yciI	TU	yciI
ECK120026900	yciK-btuR	TU	yciK-btuR
ECK120026911	ymjA	TU	ymjA
ECK120026920	ycjZ	TU	ycjZ
ECK120026923	ynaJ	TU	ynaJ
ECK120029313	yncK_2	TU	yncK_2
ECK120026983	yddG	TU	yddG
ECK120027009	ydfH	TU	ydfH
ECK120027019	essQ-ydfR-rrrQ-ydfP	TU	essQ-ydfR-rrrQ-ydfP
ECK120027026	dicA	TU	dicA
ECK120029316	ynfP	TU	ynfP
ECK120027035	ynfK	TU	ynfK
ECK120027044	ydgA	TU	ydgA
ECK120027055	ydhO	TU	ydhO
ECK120027073	ydiV	TU	ydiV
ECK120027167	yeeN	TU	yeeN
ECK120027172	yeeP	TU	yeeP
ECK120027173	yeeRST-cbeA-cbtA-yeeW	TU	yeeRST-cbeA-cbtA-yeeW
ECK120027176	yeeA	TU	yeeA
ECK120027181	yeeY	TU	yeeY
ECK120027207	yehE	TU	yehE
ECK120027211	molR_3-yehI	TU	molR_3-yehI
ECK120027214	yehR	TU	yehR
ECK120027220	yohC	TU	yohC
ECK120027237	yeiP	TU	yeiP
ECK120027305	ypeC	TU	ypeC
ECK120029322	cysZ	TU	cysZ
ECK120027249	yojI	TU	yojI
ECK120027298	yfdV	TU	yfdV
ECK120027319	yffOP	TU	yffOP
ECK120027331	ypfJ-tmcA	TU	ypfJ-tmcA
ECK120027257	yfaZ	TU	yfaZ
ECK120027345	yfhR	TU	yfhR
ECK120027346	hcaT	TU	hcaT
ECK120027352	pgpC-tadA	TU	pgpC-tadA
ECK120027367	yfjD	TU	yfjD
ECK120027371	smpB	TU	smpB
ECK120027377	yfjM	TU	yfjM
ECK120027387	ypjC	TU	ypjC
ECK120027390	ygaQ_3	TU	ygaQ_3
ECK120027108	tsaB-yeaY	TU	tsaB-yeaY
ECK120027114	yobD	TU	yobD
ECK120027127	holE	TU	holE
ECK120027133	yebK	TU	yebK
ECK120027139	insA-5AB-5B-5	TU	insA-5AB-5B-5
ECK120027142	ftnA	TU	ftnA
ECK120027628	yhhI	TU	yhhI
ECK120027564	yhbE-obgE	TU	yhbE-obgE
ECK120027583	yhdJ	TU	yhdJ
ECK120027589	yhdN-zntR	TU	yhdN-zntR
ECK120027596	kefGB-yheV	TU	kefGB-yheV
ECK120027600	tsgA	TU	tsgA
ECK120027601	yhfL	TU	yhfL
ECK120027659	yiaA	TU	yiaA
ECK120027671	trmL	TU	trmL
ECK120027684	selC	TU	selC
ECK120027689	yicO	TU	yicO
ECK120027694	dgoRKADT	TU	dgoRKADT
ECK120027708	kup	TU	kup
ECK120015368	hokE	TU	hokE
ECK120015354	ansP	TU	ansP
ECK120015371	pta	TU	pta
ECK120015948	yegS	TU	yegS
ECK120016180	ybiS	TU	ybiS
ECK120016221	hypABCDE-fhlA	TU	hypABCDE-fhlA
ECK120016409	ybbN	TU	ybbN
ECK120016404	bssS	TU	bssS
ECK120016932	rplL	TU	rplL
ECK120020425	tppB	TU	tppB
ECK120009259	sulA	TU	sulA
ECK120009260	trpLEDCBA	TU	trpLEDCBA
ECK120009265	ada-alkB	TU	ada-alkB
ECK120009243	ompF	TU	ompF
ECK120011117	srlR	TU	srlR
ECK120009183	uvrB	TU	uvrB
ECK120015172	bdm-sra	TU	bdm-sra
ECK120015152	istR-2	TU	istR-2
ECK120010986	cspG	TU	cspG
ECK120015320	glk	TU	glk
ECK120015322	amyA	TU	amyA
ECK120015324	sthA	TU	sthA
ECK120015326	evgAS	TU	evgAS
ECK120015476	fhuF	TU	fhuF
ECK120015478	ydeP	TU	ydeP
ECK120015336	yrbL	TU	yrbL
ECK120015338	pagP	TU	pagP
ECK120015343	mglAC	TU	mglAC
ECK120008967	ybjC-nfsA-rimK-ybjN	TU	ybjC-nfsA-rimK-ybjN
ECK120008976	mgrB	TU	mgrB
ECK120011101	topA	TU	topA
ECK120010909	fiu	TU	fiu
ECK120008986	amiA-hemF	TU	amiA-hemF
ECK120011064	infC	TU	infC
ECK120010924	lpxP	TU	lpxP
ECK120008995	asnW	TU	asnW
ECK125109849	fhuF	TU	fhuF
ECK125095429	xdhABC	TU	xdhABC
ECK125109025	ynjH	TU	ynjH
ECK125109841	pgk-fbaA	TU	pgk-fbaA
ECK120010886	fliC	TU	fliC
ECK120011081	cspA	TU	cspA
ECK120010894	yhjH	TU	yhjH
ECK120011127	ribA	TU	ribA
ECK120011100	osmC	TU	osmC
ECK120008956	pth-ychF	TU	pth-ychF
ECK120027417	yqcE-ygcE	TU	yqcE-ygcE
ECK120027428	ptrA-recBD	TU	ptrA-recBD
ECK120027451	insC-4CD-4D-4-ygeONM	TU	insC-4CD-4D-4-ygeONM
ECK120027455	ygeR	TU	ygeR
ECK120027461	yqeA	TU	yqeA
ECK120027465	ygfK-ssnA	TU	ygfK-ssnA
ECK120027466	xanQ-guaD-ygfQ	TU	xanQ-guaD-ygfQ
ECK120027492	yqgA	TU	yqgA
ECK120027496	pppA	TU	pppA
ECK120027502	yghW	TU	yghW
ECK120027504	yghB	TU	yghB
ECK120027519	tolC-ygiABC	TU	tolC-ygiABC
ECK120029330	folB	TU	folB
ECK120027540	sstT	TU	sstT
ECK120027545	yqjG	TU	yqjG
ECK120027551	yhaBC	TU	yhaBC
ECK120027561	nlpI	TU	nlpI
ECK120020445	rfaH	TU	rfaH
ECK120020454	ryeA	TU	ryeA
ECK120020455	sieB	TU	sieB
ECK120020459	ybjX	TU	ybjX
ECK120020466	srmB	TU	srmB
ECK120020482	yaaI	TU	yaaI
ECK120020493	yahO	TU	yahO
ECK120020501	ybcY	TU	ybcY
ECK120021007	yhbP	TU	yhbP
ECK120021019	yhjB	TU	yhjB
ECK120021020	yiaF	TU	yiaF
ECK120021023	yiaU	TU	yiaU
ECK120021025	yicS	TU	yicS
ECK120021011	yhgE	TU	yhgE
ECK120021038	yjcB	TU	yjcB
ECK120021042	yjfP	TU	yjfP
ECK120021060	ykgL	TU	ykgL
ECK120021071	ynjH	TU	ynjH
ECK120021147	yegH	TU	yegH
ECK120021150	yeiG	TU	yeiG
ECK120021156	yfbN	TU	yfbN
ECK120021082	yqgC	TU	yqgC
ECK120021087	rsmI	TU	rsmI
ECK120021103	ycbX	TU	ycbX
ECK120021108	yceF	TU	yceF
ECK120021116	ychO	TU	ychO
ECK120021125	ydcK	TU	ydcK
ECK120021129	ydeE	TU	ydeE
ECK120021161	yfeR	TU	yfeR
ECK120021184	dcuD	TU	dcuD
ECK120021188	ade	TU	ade
ECK120021192	aslA	TU	aslA
ECK120021198	crcB	TU	crcB
ECK120021205	dld	TU	dld
ECK120021213	feaB	TU	feaB
ECK120021229	nudE	TU	nudE
ECK120021230	norR	TU	norR
ECK120021246	insH-10	TU	insH-10
ECK120021257	ldrA	TU	ldrA
ECK120021263	luxS	TU	luxS
ECK120026302	adrA	TU	adrA
ECK120009190	sohB	TU	sohB
ECK120009204	aroL-yaiA-aroM	TU	aroL-yaiA-aroM
ECK120009211	deoCABD	TU	deoCABD
ECK120009217	galS	TU	galS
ECK120035099	gadW	TU	gadW
ECK120049211	waaY-rfaZ	TU	waaY-rfaZ
ECK120035098	gadW	TU	gadW
ECK120049214	citCDEFXG	TU	citCDEFXG
ECK120049215	dpiBA	TU	dpiBA
ECK125095423	glmY	TU	glmY
ECK125095457	yahE	TU	yahE
ECK120051398	yrbN-deaD	TU	yrbN-deaD
ECK120009709	aldA	TU	aldA
ECK120009721	fimAICDFGH	TU	fimAICDFGH
ECK120009728	eda	TU	eda
ECK120009747	arcA	TU	arcA
ECK120009748	putA	TU	putA
ECK120009749	nmpC	TU	nmpC
ECK120026528	ppdD-hofBC	TU	ppdD-hofBC
ECK120026540	yaeH	TU	yaeH
ECK120026545	frr	TU	frr
ECK120026569	yafNOP	TU	yafNOP
ECK120026580	insA-2AB-2B-2-afuBC	TU	insA-2AB-2B-2-afuBC
ECK120026593	ecpBCDE	TU	ecpBCDE
ECK120026608	yahIJ	TU	yahIJ
ECK120026639	yajG	TU	yajG
ECK120026665	cueR	TU	cueR
ECK120026666	qmcA-ybbJ	TU	qmcA-ybbJ
ECK120026671	ylbG	TU	ylbG
ECK120026682	renD-emrE	TU	renD-emrE
ECK120026684	ybcLM	TU	ybcLM
ECK120026689	ybcV	TU	ybcV
ECK120026696	ybdF	TU	ybdF
ECK120026698	ybdK	TU	ybdK
ECK120026713	ybeF	TU	ybeF
ECK120026719	ybeR-djlB	TU	ybeR-djlB
ECK120026723	insH-3	TU	insH-3
ECK120026726	miaB	TU	miaB
ECK120026739	abrB	TU	abrB
ECK120026743	lysZ	TU	lysZ
ECK120029307	ybhJ	TU	ybhJ
ECK120026756	ybiH-ybhGFSR	TU	ybiH-ybhGFSR
ECK120026775	ybjJI	TU	ybjJI
ECK120026780	ybjS	TU	ybjS
ECK120026783	aat	TU	aat
ECK120026787	ycaD	TU	ycaD
ECK120026791	ycaP	TU	ycaP
ECK120026793	ycaI-msbA-lpxK-ycaQ	TU	ycaI-msbA-lpxK-ycaQ
ECK120026797	ycbKL	TU	ycbKL
ECK120026817	yccM	TU	yccM
ECK120026820	efeU_1U_2	TU	efeU_1U_2
ECK120026841	hinT-ycfL-lpoB-thiK-nagZ-ycfP	TU	hinT-ycfL-lpoB-thiK-nagZ-ycfP
ECK120026848	ymfA-ycfZ	TU	ymfA-ycfZ
ECK120026856	ymfTLMNROPQ-ycfK-ymfS	TU	ymfTLMNROPQ-ycfK-ymfS
ECK120026861	iraM	TU	iraM
ECK120026862	ycgX	TU	ycgX
ECK120026877	dsbB	TU	dsbB
ECK125135786	yecH	TU	yecH
ECK125135790	yecC	TU	yecC
ECK125135877	yfbO	TU	yfbO
ECK125135895	emrY	TU	emrY
ECK125135765	holE	TU	holE
ECK125135944	ypjD	TU	ypjD
ECK125136001	yggL	TU	yggL
ECK125136020	ygiQ	TU	ygiQ
ECK125136039	ygjH	TU	ygjH
ECK125136062	yraH	TU	yraH
ECK125136069	yraQ	TU	yraQ
ECK125136080	mtgA	TU	mtgA
ECK125136092	yhcO	TU	yhcO
ECK125136102	yhdH	TU	yhdH
ECK125136128	yrfF	TU	yrfF
ECK125136139	gntU	TU	gntU
ECK125136143	yhhA	TU	yhhA
ECK125136162	yhiM	TU	yhiM
ECK125136184	yiaU	TU	yiaU
ECK125136237	yihLM	TU	yihLM
ECK125136264	yjcD	TU	yjcD
ECK125136283	frdD	TU	frdD
ECK125136308	insA-7	TU	insA-7
ECK125136312	yjhG	TU	yjhG
ECK125136319	mcrC	TU	mcrC
ECK125136334	yjtD	TU	yjtD
ECK120021031	yidX	TU	yidX
ECK120021033	yifB	TU	yifB
ECK120021055	yjiR	TU	yjiR
ECK120021134	ydiP	TU	ydiP
ECK120021163	yfgO	TU	yfgO
ECK120027580	aaeXAB	TU	aaeXAB
ECK120027584	yhdU	TU	yhdU
ECK120027664	yiaY	TU	yiaY
ECK120027674	yibN	TU	yibN
ECK120027683	yicH	TU	yicH
ECK120027719	yigGF	TU	yigGF
ECK120027722	pldA	TU	pldA
ECK120027774	sroH	TU	sroH
ECK120027891	yjjW	TU	yjjW
ECK120029340	ybdR	TU	ybdR
ECK120034130	bssS	TU	bssS
ECK120026952	ynbABCD	TU	ynbABCD
ECK120026960	ydcJ	TU	ydcJ
ECK120026963	ydcL	TU	ydcL
ECK120027033	ynfD	TU	ynfD
ECK120027052	sodC	TU	sodC
ECK120027056	ydhC	TU	ydhC
ECK120027063	rydB	TU	rydB
ECK120027199	yegTUV	TU	yegTUV
ECK120027291	tfaS	TU	tfaS
ECK120027297	yfdE	TU	yfdE
ECK120026557	gloB	TU	gloB
ECK120026752	ybhB	TU	ybhB
ECK120026758	ybiJ	TU	ybiJ
ECK120026860	icdC	TU	icdC
ECK120026869	ymgF	TU	ymgF
ECK125135329	yadE	TU	yadE
ECK125135360	yagEF	TU	yagEF
ECK125135413	fsr	TU	fsr
ECK125135478	ybgS	TU	ybgS
ECK125135489	mntR-ybiR	TU	mntR-ybiR
ECK125135580	ymfTLMNROPQ-ycfK-ymfS	TU	ymfTLMNROPQ-ycfK-ymfS
ECK125135604	yciB	TU	yciB
ECK125135611	trpA	TU	trpA
ECK125135626	mpaA	TU	mpaA
ECK120009658	ompC	TU	ompC
ECK120009673	argU	TU	argU
ECK120009674	lysT-valT-lysW	TU	lysT-valT-lysW
ECK120009678	metZWV	TU	metZWV
ECK120009684	ileX	TU	ileX
ECK120009688	leuX	TU	leuX
ECK120009696	alaWX	TU	alaWX
ECK120009700	proK	TU	proK
ECK120009515	rcsB	TU	rcsB
ECK120009525	rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ	TU	rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ
ECK120009536	rpsLG-fusA-tufA	TU	rpsLG-fusA-tufA
ECK120009055	idnR	TU	idnR
ECK120009059	gntX-nfuA	TU	gntX-nfuA
ECK120009555	ybgC-tolQRA	TU	ybgC-tolQRA
ECK120009566	focA-pflB	TU	focA-pflB
ECK120009575	osmB	TU	osmB
ECK120009577	csgBAC	TU	csgBAC
ECK120009279	phoE	TU	phoE
ECK120009285	fabA	TU	fabA
ECK120009296	fumA	TU	fumA
ECK120009297	fumC	TU	fumC
ECK120009307	betIBA	TU	betIBA
ECK120009309	bioBFCD	TU	bioBFCD
ECK120009315	malK-lamB-malM	TU	malK-lamB-malM
ECK120009316	speC	TU	speC
ECK120009317	tdcABCDEFG	TU	tdcABCDEFG
ECK120009327	fucAO	TU	fucAO
ECK120009348	fdnGHI	TU	fdnGHI
ECK120009349	ndh	TU	ndh
ECK120009354	fepA-entD	TU	fepA-entD
ECK120009367	dps	TU	dps
ECK120009381	marRAB	TU	marRAB
ECK120009391	nhaAR	TU	nhaAR
ECK120009393	pstSCAB-phoU	TU	pstSCAB-phoU
ECK120009399	rhaT	TU	rhaT
ECK120009409	rhaBAD	TU	rhaBAD
ECK120009424	acrEF	TU	acrEF
ECK120009434	baeSR	TU	baeSR
ECK120009437	caiTABCDE	TU	caiTABCDE
ECK120009445	dadAX	TU	dadAX
ECK120009446	dapA-bamC	TU	dapA-bamC
ECK120009454	envY-ompT	TU	envY-ompT
ECK120009463	fliDST	TU	fliDST
ECK120009467	ftsYEX	TU	ftsYEX
ECK120009488	moaABCDE	TU	moaABCDE
ECK120009493	napFDAGHBC-ccmABCDEFGH	TU	napFDAGHBC-ccmABCDEFGH
ECK120009500	otsBA	TU	otsBA
ECK120009511	ppk-ppx	TU	ppk-ppx
ECK120009128	cspD	TU	cspD
ECK120011071	hisS	TU	hisS
ECK120009131	katE	TU	katE
ECK120011054	lacI	TU	lacI
ECK120009133	rep	TU	rep
ECK120009135	ung	TU	ung
ECK120009138	ssb	TU	ssb
ECK120009223	glpABC	TU	glpABC
ECK120009144	speB	TU	speB
ECK120011063	pheMST-ihfA	TU	pheMST-ihfA
ECK120009148	aceEF	TU	aceEF
ECK120009165	ptrA	TU	ptrA
ECK120009177	lepAB	TU	lepAB
ECK120009068	uidR	TU	uidR
ECK120009073	usg-truA-dedA	TU	usg-truA-dedA
ECK120009074	flk	TU	flk
ECK120009078	pdxA-rsmA	TU	pdxA-rsmA
ECK120009080	ydiQRST-fadK	TU	ydiQRST-fadK
ECK120009082	malZ	TU	malZ
ECK120009084	ynfEFGH-dmsD	TU	ynfEFGH-dmsD
ECK120009090	mutY-yggX-mltC-nupG	TU	mutY-yggX-mltC-nupG
ECK120009091	yggX-mltC-nupG	TU	yggX-mltC-nupG
ECK120009092	mutY-yggX	TU	mutY-yggX
ECK125134699	ssrS	TU	ssrS
ECK125134719	iraM	TU	iraM
ECK125135065	dgkA	TU	dgkA
ECK120009012	csiD-lhgO-gabDTP	TU	csiD-lhgO-gabDTP
ECK120010942	dsbC	TU	dsbC
ECK120009013	mdoGH	TU	mdoGH
ECK125135318	insL-1	TU	insL-1
ECK125135324	rluA	TU	rluA
ECK125135337	yadN	TU	yadN
ECK125135338	gluQ	TU	gluQ
ECK125135347	yaeQ-arfB-nlpE	TU	yaeQ-arfB-nlpE
ECK125135354	proBA	TU	proBA
ECK125135355	ykfI	TU	ykfI
ECK125135359	mmuPM	TU	mmuPM
ECK125135365	yagN	TU	yagN
ECK125135371	ecpR	TU	ecpR
ECK125135389	yaiO	TU	yaiO
ECK125135407	ffs	TU	ffs
ECK125135427	ybcJ	TU	ybcJ
ECK125135431	ybcK	TU	ybcK
ECK125135454	ybeQ	TU	ybeQ
ECK125135460	ybeU-djlC	TU	ybeU-djlC
ECK125135464	lnt	TU	lnt
ECK125135561	ycfT	TU	ycfT
ECK125135563	ycfZ	TU	ycfZ
ECK125135532	rutG	TU	rutG
ECK125135541	ymdA	TU	ymdA
ECK125135545	yceO	TU	yceO
ECK125135552	yceF	TU	yceF
ECK125135570	ymfD	TU	ymfD
ECK125135509	ycaL	TU	ycaL
ECK125135525	cspH	TU	cspH
ECK125135598	purU	TU	purU
ECK125135605	yciE	TU	yciE
ECK125135614	yciN	TU	yciN
ECK125135636	racR	TU	racR
ECK125135645	ompN	TU	ompN
ECK125135653	cybB	TU	cybB
ECK125135654	cybB	TU	cybB
ECK125135659	mdoD	TU	mdoD
ECK125135660	mdoD	TU	mdoD
ECK125135696	ydfAB-rzpQ	TU	ydfAB-rzpQ
ECK125135673	yddJ	TU	yddJ
ECK125135678	gadC	TU	gadC
ECK120009016	rfaD-waaFC-rfaL	TU	rfaD-waaFC-rfaL
ECK125135716	ydhS	TU	ydhS
ECK125135720	sufE	TU	sufE
ECK125135734	ydjO	TU	ydjO
ECK125135736	chbG	TU	chbG
ECK125135740	ynjI	TU	ynjI
ECK125135746	yeaM	TU	yeaM
ECK125135755	cspC	TU	cspC
ECK125135756	kdgR	TU	kdgR
ECK125135763	yebV	TU	yebV
ECK125135771	ruvB	TU	ruvB
ECK125135778	cheW	TU	cheW
ECK125135780	uspC	TU	uspC
ECK125135781	uspC	TU	uspC
ECK125135784	uspC	TU	uspC
ECK125135785	araH	TU	araH
ECK125135789	sdiA	TU	sdiA
ECK125135795	yedV	TU	yedV
ECK125135809	insH-7	TU	insH-7
ECK125135817	rfbX	TU	rfbX
ECK125135852	rplY	TU	rplY
ECK125135863	yfaE	TU	yfaE
ECK125135894	yfdPQ	TU	yfdPQ
ECK125135904	yfeCD	TU	yfeCD
ECK125135943	rplS	TU	rplS
ECK125135950	yfjPQ	TU	yfjPQ
ECK125135953	hycI	TU	hycI
ECK125135954	ygbI	TU	ygbI
ECK125135964	yqcA	TU	yqcA
ECK125135968	mutH	TU	mutH
ECK125135983	ygeW	TU	ygeW
ECK125135995	yggI	TU	yggI
ECK125136019	yqhA	TU	yqhA
ECK125136025	ygiW	TU	ygiW
ECK125136027	mdaB	TU	mdaB
ECK125136034	glnE	TU	glnE
ECK125136051	yhaI	TU	yhaI
ECK125136052	yhaI	TU	yhaI
ECK125136053	yhaJ	TU	yhaJ
ECK125136070	yraR	TU	yraR
ECK125136072	yhbUV	TU	yhbUV
ECK125136074	ftsH	TU	ftsH
ECK125136091	yhcN	TU	yhcN
ECK120010951	rseP	TU	rseP
ECK125136114	slyD	TU	slyD
ECK125136125	nudE	TU	nudE
ECK125136134	rtcA	TU	rtcA
ECK125136148	rsmD-yhhL	TU	rsmD-yhhL
ECK125136156	rhsB	TU	rhsB
ECK125136157	rhsB	TU	rhsB
ECK125136159	rhsB	TU	rhsB
ECK125136185	yiaU	TU	yiaU
ECK125136187	yiaY	TU	yiaY
ECK125136202	setC	TU	setC
ECK125136205	yicO	TU	yicO
ECK125136206	yicO	TU	yicO
ECK125136212	yieK	TU	yieK
ECK125136230	rfaH	TU	rfaH
ECK125136236	yihLM	TU	yihLM
ECK125136239	yihQ	TU	yihQ
ECK125136243	yiiE	TU	yiiE
ECK125136261	xylE	TU	xylE
ECK125136270	yjcO	TU	yjcO
ECK125136273	sdsP	TU	sdsP
ECK125136284	yjfP	TU	yjfP
ECK125136295	yjgN	TU	yjgN
ECK125136297	lptFG	TU	lptFG
ECK125136299	yjgB	TU	yjgB
ECK125136306	fecE	TU	fecE
ECK125136317	yjiL	TU	yjiL
ECK125145777	cspI	TU	cspI
ECK125146693	fumAC	TU	fumAC
ECK120010955	lptD-surA-pdxA	TU	lptD-surA-pdxA
ECK120010958	yaiS	TU	yaiS
ECK120010961	glrK	TU	glrK
ECK125136328	leuV	TU	leuV
ECK125136329	rsmC	TU	rsmC
ECK125136336	yffOP	TU	yffOP
ECK125141551	leuO	TU	leuO
ECK125136343	csrA	TU	csrA
