ID	Term	Type	Preferred_form
ECK120002429	b2364	GENE	b2364
ECK120000244	b2365	GENE	b2365
ECK120000243	b2366	GENE	b2366
ECK120002436	b2367	GENE	b2367
ECK120003808	b2368	GENE	b2368
ECK120001557	b2369	GENE	b2369
ECK120001558	b2370	GENE	b2370
ECK120003809	b2371	GENE	b2371
ECK120003810	b2372	GENE	b2372
ECK120003811	b2373	GENE	b2373
ECK120003812	b2374	GENE	b2374
ECK120003813	b2375	GENE	b2375
ECK120003814	b2376	GENE	b2376
ECK120003815	b2377	GENE	b2377
ECK120003816	b2378	GENE	b2378
ECK120003817	b2379	GENE	b2379
ECK120003818	b2380	GENE	b2380
ECK120003819	b2381	GENE	b2381
ECK120003820	b2382	GENE	b2382
ECK120003821	b2383	GENE	b2383
ECK120003822	b2384	GENE	b2384
ECK120003823	b2385	GENE	b2385
ECK120003824	b2386	GENE	b2386
ECK120003825	b2387	GENE	b2387
ECK120002426	b2388	GENE	b2388
ECK120003826	b2389	GENE	b2389
ECK120003827	b2390	GENE	b2390
ECK120003828	b2392	GENE	b2392
ECK120001896	b2393	GENE	b2393
ECK120003829	b2394	GENE	b2394
ECK120001129	b2395	GENE	b2395
ECK120002455	b2396	GENE	b2396
ECK120002454	b2397	GENE	b2397
ECK120001395	b2398	GENE	b2398
ECK120001396	b2399	GENE	b2399
ECK120000400	b2400	GENE	b2400
ECK120002552	b2401	GENE	b2401
ECK120002555	b2402	GENE	b2402
ECK120002556	b2403	GENE	b2403
ECK120002498	b2404	GENE	b2404
ECK120001130	b2405	GENE	b2405
ECK120002428	b2406	GENE	b2406
ECK120004462	b2407	GENE	b2407
ECK120003830	b2408	GENE	b2408
ECK120003831	b2409	GENE	b2409
ECK120002244	b2410	GENE	b2410
ECK120000527	b2411	GENE	b2411
ECK120003832	b2412	GENE	b2412
ECK120000003	b2413	GENE	b2413
ECK120000187	b2414	GENE	b2414
ECK120000779	b2415	GENE	b2415
ECK120000780	b2416	GENE	b2416
ECK120000161	b2417	GENE	b2417
ECK120003833	b2418	GENE	b2418
ECK120003834	b2419	GENE	b2419
ECK120003835	b2420	GENE	b2420
ECK120000188	b2421	GENE	b2421
ECK120000178	b2422	GENE	b2422
ECK120000193	b2423	GENE	b2423
ECK120000192	b2424	GENE	b2424
ECK120000190	b2425	GENE	b2425
ECK120002035	b2426	GENE	b2426
ECK120003836	b2427	GENE	b2427
ECK120003837	b2428	GENE	b2428
ECK120003838	b2429	GENE	b2429
ECK120003839	b2430	GENE	b2430
ECK120003840	b2431	GENE	b2431
ECK120003841	b2432	GENE	b2432
ECK120003842	b2433	GENE	b2433
ECK120003843	b2434	GENE	b2434
ECK120001755	b2435	GENE	b2435
ECK120002078	b2436	GENE	b2436
ECK120002079	b2437	GENE	b2437
ECK120003844	b2438	GENE	b2438
ECK120003845	b2439	GENE	b2439
ECK120002566	b2440	GENE	b2440
ECK120002565	b2441	GENE	b2441
ECK120003846	b2442	GENE	b2442
ECK120003847	b2443	GENE	b2443
ECK120003848	b2444	GENE	b2444
ECK120003849	b2445	GENE	b2445
ECK120003850	b2446	GENE	b2446
ECK120003851	b2447	GENE	b2447
ECK120003852	b2448	GENE	b2448
ECK120003853	b2449	GENE	b2449
ECK120003854	b2450	GENE	b2450
ECK120003855	b2451	GENE	b2451
ECK120003856	b2452	GENE	b2452
ECK120003857	b2453	GENE	b2453
ECK120003858	b2454	GENE	b2454
ECK120003859	b2455	GENE	b2455
ECK120003860	b2456	GENE	b2456
ECK120003861	b2457	GENE	b2457
ECK120003862	b2458	GENE	b2458
ECK120003863	b2459	GENE	b2459
ECK120003864	b2460	GENE	b2460
ECK120003865	b2461	GENE	b2461
ECK120003866	b2462	GENE	b2462
ECK120003867	b2463	GENE	b2463
ECK120001731	b2464	GENE	b2464
ECK120002005	b2465	GENE	b2465
ECK120003868	b2466	GENE	b2466
ECK120002271	b2467	GENE	b2467
ECK120002270	b2468	GENE	b2468
ECK120001423	b2469	GENE	b2469
ECK120000012	b2470	GENE	b2470
ECK120001131	b2471	GENE	b2471
ECK120000202	b2472	GENE	b2472
ECK120003869	b2473	GENE	b2473
ECK120003870	b2474	GENE	b2474
ECK120003871	b2475	GENE	b2475
ECK120000782	b2476	GENE	b2476
ECK120000651	b2477	GENE	b2477
ECK120000199	b2478	GENE	b2478
ECK120001132	b2479	GENE	b2479
ECK120000104	b2480	GENE	b2480
ECK120001133	b2481	GENE	b2481
ECK120001255	b2482	GENE	b2482
ECK120003872	b2483	GENE	b2483
ECK120003873	b2484	GENE	b2484
ECK120003874	b2485	GENE	b2485
ECK120003875	b2486	GENE	b2486
ECK120003876	b2487	GENE	b2487
ECK120003877	b2488	GENE	b2488
ECK120003878	b2489	GENE	b2489
ECK120003879	b2490	GENE	b2490
ECK120003880	b2491	GENE	b2491
ECK120003881	b2492	GENE	b2492
ECK120003882	b2493	GENE	b2493
ECK120003883	b2494	GENE	b2494
ECK120003884	b2495	GENE	b2495
ECK120003885	b2496	GENE	b2496
ECK120002031	b2497	GENE	b2497
ECK120001303	b2498	GENE	b2498
ECK120000789	b2499	GENE	b2499
ECK120000790	b2500	GENE	b2500
ECK120001466	b2501	GENE	b2501
ECK120001369	b2502	GENE	b2502
ECK120003886	b2503	GENE	b2503
ECK120003887	b2504	GENE	b2504
ECK120003888	b2505	GENE	b2505
ECK120003889	b2506	GENE	b2506
ECK120000413	b2507	GENE	b2507
ECK120000414	b2508	GENE	b2508
ECK120001061	b2509	GENE	b2509
ECK120003890	b2510	GENE	b2510
ECK120003891	b2511	GENE	b2511
ECK120003892	b2512	GENE	b2512
ECK120003893	b2513	GENE	b2513
ECK120000446	b2514	GENE	b2514
ECK120000363	b2515	GENE	b2515
ECK120000013	b2516	GENE	b2516
ECK120002263	b2517	GENE	b2517
ECK120000643	b2518	GENE	b2518
ECK120003894	b2519	GENE	b2519
ECK120003895	b2520	GENE	b2520
ECK120001548	b2521	GENE	b2521
ECK120001549	b2522	GENE	b2522
ECK120002187	b2523	GENE	b2523
ECK120002188	b2524	GENE	b2524
ECK120001299	b2525	GENE	b2525
ECK120002032	b2526	GENE	b2526
ECK120002033	b2527	GENE	b2527
ECK120002034	b2528	GENE	b2528
ECK120003896	b2529	GENE	b2529
ECK120003897	b2530	GENE	b2530
ECK120003898	b2531	GENE	b2531
ECK120003899	b2532	GENE	b2532
ECK120000972	b2533	GENE	b2533
ECK120003900	b2534	GENE	b2534
ECK120003901	b2535	GENE	b2535
ECK120003902	b2536	GENE	b2536
ECK120003903	b2537	GENE	b2537
ECK120004468	b2538	GENE	b2538
ECK120004474	b2539	GENE	b2539
ECK120003904	b2540	GENE	b2540
ECK120003905	b2541	GENE	b2541
ECK120003906	b2542	GENE	b2542
ECK120003907	b2543	GENE	b2543
ECK120003908	b2544	GENE	b2544
ECK120003909	b2545	GENE	b2545
ECK120003910	b2546	GENE	b2546
ECK120003911	b2547	GENE	b2547
ECK120003912	b2548	GENE	b2548
ECK120003913	b2549	GENE	b2549
ECK120003914	b2550	GENE	b2550
ECK120000401	b2551	GENE	b2551
ECK120000449	b2552	GENE	b2552
ECK120000377	b2553	GENE	b2553
ECK120001258	b2554	GENE	b2554
ECK120002040	b2555	GENE	b2555
ECK120003915	b2556	GENE	b2556
ECK120000788	b2557	GENE	b2557
ECK120001341	b2558	GENE	b2558
ECK120001340	b2559	GENE	b2559
ECK120001339	b2560	GENE	b2560
ECK120002185	b2561	GENE	b2561
ECK120003916	b2562	GENE	b2562
ECK120000241	b2563	GENE	b2563
ECK120000685	b2564	GENE	b2564
ECK120000823	b2565	GENE	b2565
ECK120000264	b2566	GENE	b2566
ECK120000848	b2567	GENE	b2567
ECK120000523	b2568	GENE	b2568
ECK120000522	b2569	GENE	b2569
ECK120003917	b2570	GENE	b2570
ECK120003918	b2571	GENE	b2571
ECK120002216	b2572	GENE	b2572
ECK120001827	b2573	GENE	b2573
ECK120000624	b2574	GENE	b2574
ECK120001492	b2575	GENE	b2575
ECK120000964	b2576	GENE	b2576
ECK120001719	b2577	GENE	b2577
ECK120002298	b2578	GENE	b2578
ECK120001718	b2579	GENE	b2579
ECK120001047	b2580	GENE	b2580
ECK120001720	b2581	GENE	b2581
ECK120001817	b2582	GENE	b2582
ECK120003919	b2583	GENE	b2583
ECK120003920	b2584	GENE	b2584
ECK120000772	b2585	GENE	b2585
ECK120002404	b2586	GENE	b2586
ECK120000515	b2587	GENE	b2587
ECK120002517	b2588	GENE	b2588
ECK120002524	b2589	GENE	b2589
ECK120002477	b2590	GENE	b2590
ECK120002531	b2591	GENE	b2591
ECK120000153	b2592	GENE	b2592
ECK120002002	b2593	GENE	b2593
ECK120002003	b2594	GENE	b2594
ECK120003921	b2595	GENE	b2595
ECK120001134	b2597	GENE	b2597
ECK120001245	b2598	GENE	b2598
ECK120000699	b2599	GENE	b2599
ECK120001028	b2600	GENE	b2600
ECK120000074	b2601	GENE	b2601
ECK120002299	b2602	GENE	b2602
ECK120003923	b2603	GENE	b2603
ECK120002419	b2604	GENE	b2604
ECK120001135	b2605	GENE	b2605
ECK120000871	b2606	GENE	b2606
ECK120001012	b2607	GENE	b2607
ECK120001136	b2608	GENE	b2608
ECK120000906	b2609	GENE	b2609
ECK120000294	b2610	GENE	b2610
ECK120003924	b2611	GENE	b2611
ECK120000409	b2614	GENE	b2614
ECK120002081	b2615	GENE	b2615
ECK120000822	b2616	GENE	b2616
ECK120000941	b2617	GENE	b2617
ECK120003925	b2618	GENE	b2618
ECK120003926	b2619	GENE	b2619
ECK120001716	b2620	GENE	b2620
ECK120002542	b2621	GENE	b2621
ECK120001717	b2622	GENE	b2622
ECK120003927	b2623	GENE	b2623
ECK120002016	b2624	GENE	b2624
ECK120003928	b2625	GENE	b2625
ECK120003929	b2626	GENE	b2626
ECK120003930	b2627	GENE	b2627
ECK120003931	b2628	GENE	b2628
ECK120003932	b2629	GENE	b2629
ECK120003933	b2630	GENE	b2630
ECK120003934	b2631	GENE	b2631
ECK120003935	b2632	GENE	b2632
ECK120003936	b2633	GENE	b2633
ECK120003937	b2634	GENE	b2634
ECK120003938	b2635	GENE	b2635
ECK120003939	b2636	GENE	b2636
ECK120003940	b2637	GENE	b2637
ECK120003941	b2638	GENE	b2638
ECK120003942	b2639	GENE	b2639
ECK120003943	b2640	GENE	b2640
ECK120003944	b2641	GENE	b2641
ECK120003945	b2642	GENE	b2642
ECK120003946	b2643	GENE	b2643
ECK120003947	b2644	GENE	b2644
ECK120003948	b2645	GENE	b2645
ECK120003949	b2646	GENE	b2646
ECK120003950	b2647	GENE	b2647
ECK120003952	b2649	GENE	b2649
ECK120003953	b2650	GENE	b2650
ECK120003955	b2652	GENE	b2652
ECK120003957	b2654	GENE	b2654
ECK120003960	b2658	GENE	b2658
ECK120003961	b2659	GENE	b2659
ECK120002252	b2660	GENE	b2660
ECK120001300	b2661	GENE	b2661
ECK120000354	b2662	GENE	b2662
ECK120001301	b2663	GENE	b2663
ECK120002251	b2664	GENE	b2664
ECK120003962	b2665	GENE	b2665
ECK120003963	b2666	GENE	b2666
ECK120003964	b2667	GENE	b2667
ECK120003965	b2668	GENE	b2668
ECK120001507	b2669	GENE	b2669
ECK120003966	b2670	GENE	b2670
ECK120002089	b2671	GENE	b2671
ECK120003967	b2672	GENE	b2672
ECK120003968	b2673	GENE	b2673
ECK120003969	b2674	GENE	b2674
ECK120002450	b2675	GENE	b2675
ECK120002248	b2676	GENE	b2676
ECK120000762	b2677	GENE	b2677
ECK120000763	b2678	GENE	b2678
ECK120000764	b2679	GENE	b2679
ECK120003970	b2680	GENE	b2680
ECK120003971	b2681	GENE	b2681
ECK120003972	b2682	GENE	b2682
ECK120003973	b2683	GENE	b2683
ECK120000596	b2684	GENE	b2684
ECK120001323	b2685	GENE	b2685
ECK120001403	b2686	GENE	b2686
ECK120002369	b2687	GENE	b2687
ECK120000411	b2688	GENE	b2688
ECK120003974	b2689	GENE	b2689
ECK120003975	b2690	GENE	b2690
ECK120002456	b2691	GENE	b2691
ECK120002462	b2692	GENE	b2692
ECK120002461	b2693	GENE	b2693
ECK120002458	b2694	GENE	b2694
ECK120002537	b2695	GENE	b2695
ECK120001410	b2696	GENE	b2696
ECK120000031	b2697	GENE	b2697
ECK120001986	b2698	GENE	b2698
ECK120000814	b2699	GENE	b2699
ECK120003976	b2700	GENE	b2700
ECK120003977	b2701	GENE	b2701
ECK120004460	b2702	GENE	b2702
ECK120000958	b2703	GENE	b2703
ECK120000959	b2704	GENE	b2704
ECK120000960	b2705	GENE	b2705
ECK120000961	b2706	GENE	b2706
ECK120000963	b2707	GENE	b2707
ECK120000962	b2708	GENE	b2708
ECK120002013	b2709	GENE	b2709
ECK120003978	b2710	GENE	b2710
ECK120002302	b2711	GENE	b2711
ECK120001504	b2712	GENE	b2712
ECK120001505	b2713	GENE	b2713
ECK120000083	b2714	GENE	b2714
ECK120000082	b2715	GENE	b2715
ECK120000081	b2716	GENE	b2716
ECK120003979	b2717	GENE	b2717
ECK120000474	b2718	GENE	b2718
ECK120000473	b2719	GENE	b2719
ECK120000472	b2720	GENE	b2720
ECK120000471	b2721	GENE	b2721
ECK120000470	b2722	GENE	b2722
ECK120000469	b2723	GENE	b2723
ECK120000468	b2724	GENE	b2724
ECK120000467	b2725	GENE	b2725
ECK120000476	b2726	GENE	b2726
ECK120000477	b2727	GENE	b2727
ECK120000478	b2728	GENE	b2728
ECK120000479	b2729	GENE	b2729
ECK120000480	b2730	GENE	b2730
ECK120000295	b2731	GENE	b2731
ECK120001260	b2732	GENE	b2732
ECK120000618	b2733	GENE	b2733
ECK120003980	b2734	GENE	b2734
ECK120003981	b2735	GENE	b2735
ECK120003982	b2736	GENE	b2736
ECK120003983	b2737	GENE	b2737
ECK120003984	b2738	GENE	b2738
ECK120003985	b2739	GENE	b2739
ECK120003986	b2740	GENE	b2740
ECK120000503	b2741	GENE	b2741
ECK120002015	b2742	GENE	b2742
ECK120000682	b2743	GENE	b2743
ECK120001750	b2744	GENE	b2744
ECK120003987	b2745	GENE	b2745
ECK120001749	b2746	GENE	b2746
ECK120003988	b2747	GENE	b2747
ECK120003989	b2748	GENE	b2748
ECK120002365	b2749	GENE	b2749
ECK120000180	b2750	GENE	b2750
ECK120000189	b2751	GENE	b2751
ECK120000181	b2752	GENE	b2752
ECK120000481	b2753	GENE	b2753
ECK120002398	b2754	GENE	b2754
ECK120003990	b2755	GENE	b2755
ECK120003991	b2756	GENE	b2756
ECK120003992	b2757	GENE	b2757
ECK120003993	b2758	GENE	b2758
ECK120003994	b2759	GENE	b2759
ECK120003995	b2760	GENE	b2760
ECK120002345	b2761	GENE	b2761
ECK120000184	b2762	GENE	b2762
ECK120000185	b2763	GENE	b2763
ECK120000186	b2764	GENE	b2764
ECK120003996	b2765	GENE	b2765
ECK120003997	b2766	GENE	b2766
ECK120003998	b2767	GENE	b2767
ECK120003999	b2768	GENE	b2768
ECK120004000	b2769	GENE	b2769
ECK120004001	b2770	GENE	b2770
ECK120004002	b2771	GENE	b2771
ECK120004004	b2774	GENE	b2774
ECK120002430	b2775	GENE	b2775
ECK120004005	b2776	GENE	b2776
ECK120004006	b2777	GENE	b2777
ECK120004007	b2778	GENE	b2778
ECK120000252	b2779	GENE	b2779
ECK120000801	b2780	GENE	b2780
ECK120000565	b2781	GENE	b2781
ECK120001224	b2782	GENE	b2782
ECK120000564	b2783	GENE	b2783
ECK120000826	b2784	GENE	b2784
ECK120001223	b2785	GENE	b2785
ECK120001335	b2786	GENE	b2786
ECK120004008	b2787	GENE	b2787
ECK120004009	b2788	GENE	b2788
ECK120004010	b2789	GENE	b2789
ECK120004011	b2790	GENE	b2790
ECK120004012	b2791	GENE	b2791
ECK120004013	b2792	GENE	b2792
ECK120004014	b2793	GENE	b2793
ECK120004015	b2794	GENE	b2794
ECK120002241	b2795	GENE	b2795
ECK120002043	b2796	GENE	b2796
ECK120001571	b2797	GENE	b2797
ECK120002240	b2798	GENE	b2798
ECK120000345	b2799	GENE	b2799
ECK120000342	b2800	GENE	b2800
ECK120000346	b2801	GENE	b2801
ECK120000343	b2802	GENE	b2802
ECK120000344	b2803	GENE	b2803
ECK120000348	b2804	GENE	b2804
ECK120000347	b2805	GENE	b2805
ECK120001728	b2806	GENE	b2806
ECK120001727	b2807	GENE	b2807
ECK120001729	b2808	GENE	b2808
ECK120004016	b2809	GENE	b2809
ECK120004017	b2810	GENE	b2810
ECK120004018	b2811	GENE	b2811
ECK120004019	b2812	GENE	b2812
ECK120004020	b2813	GENE	b2813
ECK120002504	b2814	GENE	b2814
ECK120002559	b2815	GENE	b2815
ECK120002502	b2816	GENE	b2816
ECK120004021	b2817	GENE	b2817
ECK120000059	b2818	GENE	b2818
ECK120000817	b2819	GENE	b2819
ECK120000815	b2820	GENE	b2820
ECK120000777	b2821	GENE	b2821
ECK120000816	b2822	GENE	b2822
ECK120001137	b2823	GENE	b2823
ECK120001138	b2824	GENE	b2824
ECK120001139	b2825	GENE	b2825
ECK120001987	b2826	GENE	b2826
ECK120000991	b2827	GENE	b2827
ECK120002030	b2828	GENE	b2828
ECK120002077	b2829	GENE	b2829
ECK120004022	b2830	GENE	b2830
ECK120000617	b2831	GENE	b2831
ECK120004023	b2832	GENE	b2832
ECK120004024	b2833	GENE	b2833
ECK120004025	b2834	GENE	b2834
ECK120002304	b2835	GENE	b2835
ECK120001622	b2836	GENE	b2836
ECK120000357	b2837	GENE	b2837
ECK120000542	b2838	GENE	b2838
ECK120000544	b2839	GENE	b2839
ECK120001140	b2840	GENE	b2840
ECK120000052	b2841	GENE	b2841
ECK120002229	b2842	GENE	b2842
ECK120004026	b2843	GENE	b2843
ECK120004027	b2844	GENE	b2844
ECK120004028	b2845	GENE	b2845
ECK120004029	b2846	GENE	b2846
ECK120004030	b2847	GENE	b2847
ECK120004031	b2848	GENE	b2848
ECK120004032	b2849	GENE	b2849
ECK120004033	b2850	GENE	b2850
ECK120004034	b2851	GENE	b2851
ECK120004035	b2852	GENE	b2852
ECK120004036	b2853	GENE	b2853
ECK120004038	b2855	GENE	b2855
ECK120004039	b2856	GENE	b2856
ECK120004040	b2857	GENE	b2857
ECK120004042	b2859	GENE	b2859
ECK120004043	b2860	GENE	b2860
ECK120004044	b2861	GENE	b2861
ECK120004045	b2862	GENE	b2862
ECK120004046	b2863	GENE	b2863
ECK120002479	b2864	GENE	b2864
ECK120004047	b2865	GENE	b2865
ECK120004048	b2866	GENE	b2866
ECK120004049	b2867	GENE	b2867
ECK120004050	b2868	GENE	b2868
ECK120004051	b2869	GENE	b2869
ECK120004052	b2870	GENE	b2870
ECK120004053	b2871	GENE	b2871
ECK120004054	b2872	GENE	b2872
ECK120004055	b2873	GENE	b2873
ECK120004056	b2874	GENE	b2874
ECK120004057	b2875	GENE	b2875
ECK120004058	b2876	GENE	b2876
ECK120004059	b2877	GENE	b2877
ECK120004060	b2878	GENE	b2878
ECK120004061	b2879	GENE	b2879
ECK120004062	b2880	GENE	b2880
ECK120004063	b2881	GENE	b2881
ECK120004064	b2882	GENE	b2882
ECK120004065	b2883	GENE	b2883
ECK120004067	b2886	GENE	b2886
ECK120004068	b2887	GENE	b2887
ECK120004069	b2888	GENE	b2888
ECK120004070	b2889	GENE	b2889
ECK120000545	b2890	GENE	b2890
ECK120000753	b2891	GENE	b2891
ECK120000821	b2892	GENE	b2892
ECK120001059	b2893	GENE	b2893
ECK120001060	b2894	GENE	b2894
ECK120002360	b2895	GENE	b2895
ECK120004071	b2896	GENE	b2896
ECK120004072	b2897	GENE	b2897
ECK120004073	b2898	GENE	b2898
ECK120004074	b2899	GENE	b2899
ECK120004075	b2900	GENE	b2900
ECK120002697	b2901	GENE	b2901
ECK120004076	b2902	GENE	b2902
ECK120001744	b2903	GENE	b2903
ECK120000364	b2904	GENE	b2904
ECK120001406	b2905	GENE	b2905
ECK120001304	b2906	GENE	b2906
ECK120001295	b2907	GENE	b2907
ECK120000689	b2908	GENE	b2908
ECK120001294	b2909	GENE	b2909
ECK120002417	b2910	GENE	b2910
ECK120002541	b2911	GENE	b2911
ECK120001141	b2912	GENE	b2912
ECK120000933	b2913	GENE	b2913
ECK120001407	b2914	GENE	b2914
ECK120004077	b2915	GENE	b2915
ECK120000483	b2916	GENE	b2916
ECK120001408	b2917	GENE	b2917
ECK120001409	b2918	GENE	b2918
ECK120004078	b2919	GENE	b2919
ECK120004079	b2920	GENE	b2920
ECK120004080	b2921	GENE	b2921
ECK120001220	b2922	GENE	b2922
ECK120001142	b2923	GENE	b2923
ECK120001143	b2924	GENE	b2924
ECK120000276	b2925	GENE	b2925
ECK120000695	b2926	GENE	b2926
ECK120000361	b2927	GENE	b2927
ECK120001144	b2928	GENE	b2928
ECK120001145	b2929	GENE	b2929
ECK120001221	b2930	GENE	b2930
ECK120001726	b2933	GENE	b2933
ECK120001725	b2934	GENE	b2934
ECK120001391	b2935	GENE	b2935
ECK120001264	b2936	GENE	b2936
ECK120000949	b2937	GENE	b2937
ECK120000948	b2938	GENE	b2938
ECK120004082	b2939	GENE	b2939
ECK120004083	b2940	GENE	b2940
ECK120004084	b2941	GENE	b2941
ECK120000582	b2942	GENE	b2942
ECK120002048	b2943	GENE	b2943
ECK120002025	b2944	GENE	b2944
ECK120001307	b2945	GENE	b2945
ECK120002234	b2946	GENE	b2946
ECK120000412	b2947	GENE	b2947
ECK120004085	b2948	GENE	b2948
ECK120004086	b2949	GENE	b2949
ECK120004087	b2950	GENE	b2950
ECK120004088	b2951	GENE	b2951
ECK120004089	b2952	GENE	b2952
ECK120004090	b2953	GENE	b2953
ECK120004091	b2954	GENE	b2954
ECK120004092	b2955	GENE	b2955
ECK120002363	b2956	GENE	b2956
ECK120000042	b2957	GENE	b2957
ECK120002364	b2958	GENE	b2958
ECK120002296	b2959	GENE	b2959
ECK120001713	b2960	GENE	b2960
ECK120000620	b2961	GENE	b2961
ECK120004093	b2962	GENE	b2962
ECK120004094	b2963	GENE	b2963
ECK120000657	b2964	GENE	b2964
ECK120000950	b2965	GENE	b2965
ECK120004095	b2966	GENE	b2966
ECK120002507	b2967	GENE	b2967
ECK120004096	b2968	GENE	b2968
ECK120004098	b2970	GENE	b2970
ECK120004099	b2971	GENE	b2971
ECK120004100	b2972	GENE	b2972
ECK120004102	b2975	GENE	b2975
ECK120002441	b2976	GENE	b2976
ECK120004103	b2977	GENE	b2977
ECK120004105	b2979	GENE	b2979
ECK120004106	b2980	GENE	b2980
ECK120004107	b2981	GENE	b2981
ECK120004108	b2982	GENE	b2982
ECK120004109	b2983	GENE	b2983
ECK120004110	b2984	GENE	b2984
ECK120004111	b2985	GENE	b2985
ECK120004112	b2986	GENE	b2986
ECK120002422	b2987	GENE	b2987
ECK120002421	b2988	GENE	b2988
ECK120004113	b2989	GENE	b2989
ECK120001739	b2990	GENE	b2990
ECK120001738	b2991	GENE	b2991
ECK120001737	b2992	GENE	b2992
ECK120001736	b2993	GENE	b2993
ECK120001735	b2994	GENE	b2994
ECK120001734	b2995	GENE	b2995
ECK120001733	b2996	GENE	b2996
ECK120004114	b2997	GENE	b2997
ECK120004115	b2998	GENE	b2998
ECK120004118	b3001	GENE	b3001
ECK120004119	b3002	GENE	b3002
ECK120001265	b3003	GENE	b3003
ECK120000266	b3005	GENE	b3005
ECK120000265	b3006	GENE	b3006
ECK120000576	b3008	GENE	b3008
ECK120001756	b3009	GENE	b3009
ECK120004122	b3010	GENE	b3010
ECK120004123	b3011	GENE	b3011
ECK120004124	b3012	GENE	b3012
ECK120004125	b3013	GENE	b3013
ECK120004126	b3014	GENE	b3014
ECK120001344	b3017	GENE	b3017
ECK120001345	b3018	GENE	b3018
ECK120000679	b3019	GENE	b3019
ECK120004128	b3020	GENE	b3020
ECK120004129	b3021	GENE	b3021
ECK120004130	b3022	GENE	b3022
ECK120004131	b3023	GENE	b3023
ECK120004132	b3024	GENE	b3024
ECK120004133	b3025	GENE	b3025
ECK120002348	b3026	GENE	b3026
ECK120004134	b3027	GENE	b3027
ECK120002346	b3028	GENE	b3028
ECK120002347	b3029	GENE	b3029
ECK120000680	b3030	GENE	b3030
ECK120004135	b3031	GENE	b3031
ECK120004136	b3032	GENE	b3032
ECK120004137	b3033	GENE	b3033
ECK120002344	b3034	GENE	b3034
ECK120000998	b3035	GENE	b3035
ECK120001146	b3036	GENE	b3036
ECK120001147	b3037	GENE	b3037
ECK120001148	b3038	GENE	b3038
ECK120001149	b3039	GENE	b3039
ECK120001150	b3040	GENE	b3040
ECK120000458	b3041	GENE	b3041
ECK120004138	b3042	GENE	b3042
ECK120002231	b3043	GENE	b3043
ECK120004139	b3044	GENE	b3044
ECK120004140	b3045	GENE	b3045
ECK120004141	b3046	GENE	b3046
ECK120004142	b3047	GENE	b3047
ECK120004143	b3048	GENE	b3048
ECK120001349	b3049	GENE	b3049
ECK120004144	b3050	GENE	b3050
ECK120004145	b3051	GENE	b3051
ECK120004146	b3052	GENE	b3052
ECK120001550	b3053	GENE	b3053
ECK120001551	b3054	GENE	b3054
ECK120002289	b3055	GENE	b3055
ECK120000132	b3056	GENE	b3056
ECK120001608	b3057	GENE	b3057
ECK120001616	b3058	GENE	b3058
ECK120001617	b3059	GENE	b3059
ECK120002359	b3060	GENE	b3060
ECK120001151	b3061	GENE	b3061
ECK120001152	b3062	GENE	b3062
ECK120002256	b3063	GENE	b3063
ECK120001153	b3064	GENE	b3064
ECK120000911	b3065	GENE	b3065
ECK120000233	b3066	GENE	b3066
ECK120000887	b3067	GENE	b3067
ECK120002372	b3068	GENE	b3068
ECK120002488	b3069	GENE	b3069
ECK120004147	b3070	GENE	b3070
ECK120004148	b3071	GENE	b3071
ECK120004149	b3072	GENE	b3072
ECK120004150	b3073	GENE	b3073
ECK120004151	b3074	GENE	b3074
ECK120000248	b3075	GENE	b3075
ECK120000246	b3076	GENE	b3076
ECK120000247	b3077	GENE	b3077
ECK120002373	b3078	GENE	b3078
ECK120004152	b3079	GENE	b3079
ECK120004153	b3080	GENE	b3080
ECK120002681	b3081	GENE	b3081
ECK120004154	b3082	GENE	b3082
ECK120004155	b3083	GENE	b3083
ECK120004156	b3084	GENE	b3084
ECK120004157	b3085	GENE	b3085
ECK120004158	b3086	GENE	b3086
ECK120004159	b3087	GENE	b3087
ECK120004160	b3088	GENE	b3088
ECK120002374	b3089	GENE	b3089
ECK120004161	b3090	GENE	b3090
ECK120002375	b3091	GENE	b3091
ECK120004451	b3092	GENE	b3092
ECK120002376	b3093	GENE	b3093
ECK120002377	b3094	GENE	b3094
ECK120004162	b3095	GENE	b3095
ECK120004163	b3096	GENE	b3096
ECK120004164	b3097	GENE	b3097
ECK120004165	b3098	GENE	b3098
ECK120004166	b3099	GENE	b3099
ECK120004167	b3100	GENE	b3100
ECK120004168	b3101	GENE	b3101
ECK120004169	b3102	GENE	b3102
ECK120004170	b3103	GENE	b3103
ECK120004171	b3104	GENE	b3104
ECK120004172	b3105	GENE	b3105
ECK120004173	b3106	GENE	b3106
ECK120004174	b3107	GENE	b3107
ECK120002378	b3110	GENE	b3110
ECK120004177	b3113	GENE	b3113
ECK120004178	b3114	GENE	b3114
ECK120001154	b3115	GENE	b3115
ECK120000980	b3116	GENE	b3116
ECK120000979	b3117	GENE	b3117
ECK120000978	b3118	GENE	b3118
ECK120000981	b3119	GENE	b3119
ECK120001155	b3120	GENE	b3120
ECK120001156	b3121	GENE	b3121
ECK120002511	b3123	GENE	b3123
ECK120001157	b3124	GENE	b3124
ECK120001158	b3125	GENE	b3125
ECK120000014	b3126	GENE	b3126
ECK120002379	b3127	GENE	b3127
ECK120002315	b3128	GENE	b3128
ECK120000944	b3129	GENE	b3129
ECK120004179	b3130	GENE	b3130
ECK120004180	b3131	GENE	b3131
ECK120004181	b3132	GENE	b3132
